d1,75.650002
d2,124.449997
d3,82.660004
d4,57.009998
d5,47.860001
d6,106.07
d7,150.110001
d8,71.037117
d9,77.379997
d10,67.879997
d11,102.449997
d12,17.57
d13,32.919998
d14,96.559998
d15,36.900002
d16,20.870001
d17,97.759117
d18,73.980003
d19,69.349998
d20,31.76
d21,73.760002
d22,111.029999
d23,14.56
d24,79.139999
d25,72.132004
d26,22.57
d27,80.730003
d28,91.150002
d29,39.02
d30,85.540001
d31,31.65
d32,191300
d33,45.939999
d34,130.520004
d35,73.25
d36,43.66
d37,95.449997
d38,94.389999
d39,86.349998
d40,102.849998
d41,50.09
d42,64.300003
d43,106.260002
d44,348.697998
d45,103.279999
d46,103.330002
d47,115.690002
d48,51.610001
d49,98.529999
d50,100.099998
d51,79.839996
d52,12.91
d53,115.050003
d54,61.41
d55,31.299999
d56,94.139999
d57,126.519997
d58,58.189999
d59,81.489998
d60,88.809998
d61,36.709999
d62,14.45
d63,74.139999
d64,22.190001
d65,44.689999
d66,70.403931
d67,63.720001
d68,29.200001
d69,116.610001
d70,116.43
d71,34.349998
d72,44.580002
d73,49.43
d74,72.080002
d75,34.34
d76,135.610001
d77,42.470001
d78,100.25
d79,57.482941
d80,36.91
d81,83.010002
d82,142.169998
d83,17.459999
d84,99.419998
d85,21.67
d86,26.370001
d87,39.967499
d88,109.160004
d89,89.790001
d90,78.400002
d91,42.119999
d92,46.950001
d93,30.110001
d94,78.449997
d95,216650
d96,74.923584
d97,70.156189
d98,85.849998
d99,57.860001
d100,15.21
d101,117.150002
d102,106.040001
d103,78.300003
d104,62.84
d105,70.919998
d106,43.650002
d107,34.060001
d108,21.59
d109,50.720001
d110,94.839996
d111,23.01
d112,36.150002
d113,39.419998
d114,81.559998
d115,53.57
d116,49.77
d117,68.955002
d118,67.290001
d119,11.42
d120,347.47757
d121,53.77
d122,85.470001
d123,29.4
d124,83.959999
d125,28.049999
d126,109.879997
d127,99.639999
d128,126.309998
d129,28.75
d130,27.884615
d131,138.509995
d132,53.189999
d133,78.18
d134,32.555
d135,117.5
d136,79.610001
d137,100.910004
d138,101.150002
d139,70.099998
d140,56.889999
d141,309.660004
d142,100.93
d143,78.68
d144,16.200001
d145,49.59
d146,139.309998
d147,65.540001
d148,77.82
d149,25.190001
d150,78.650002
d151,79.160004
d152,113.019997
d153,17.42
d154,95.760002
d155,25.68
d156,348
d157,33.639999
d158,61.369999
d159,27.65
d160,50.330002
d161,16.530001
d162,123.410004
d163,40.349998
d164,104.260002
d165,32.110001
d166,103.190002
d167,36.220001
d168,59.57
d169,70.269997
d170,17.16
d171,26.139999
d172,54.52
d173,87.110001
d174,144.889999
d175,256.399994
d176,26.498331
d177,34.279999
d178,70.769997
d179,47.189999
d180,125.489998
d181,82.889999
d182,75.644104
d183,86.730003
d184,104.910004
d185,21.18
d186,23.24
d187,60.808571
d188,62.209999
d189,1225.22998
d190,60.665939
d191,113.349998
d192,66.277481
d193,62.5
d194,103.82
d195,33.75
d196,185.139999
d197,89.360001
d198,19.780001
d199,22.65
d200,60.52
d201,100.589996
d202,151.300003
d203,110.760002
d204,53.799999
d205,76.419022
d206,32.560001
d207,69.290001
d208,49.700001
d209,53.490002
d210,79.809998
d211,15.25
d212,103.360001
d213,87.150002
d214,48.439999
d215,66.459999
d216,103.440002
d217,1810
d218,244.360001
d219,54.84
d220,83.110001
d221,87.110001
d222,57.740002
d223,37.25
d224,48.02
d225,43.759998
d226,83.800003
d227,63.973801
d228,77.5
